Data_44441,red,0.2523951759,-0.7072587032,-17.87249571
Data_44442,red,0.2360781488,-0.6472779624,-17.3458786
Data_44443,red,0.2083086353,-0.5890450599,-16.79633928
Data_44444,red,0.1731540178,-0.5410497371,-16.62437755
Data_44445,red,0.128472491,-0.5000169163,-16.42884224
Data_44446,red,0.07370117413,-0.4749747951,-16.14338686
Data_44447,red,0.01359136647,-0.4629957666,-15.87989638
Data_44448,red,-0.04787252176,-0.4684241709,-15.67909471
Data_44449,red,-0.1072000581,-0.4829142328,-15.41273106
Data_44450,red,-0.1598518356,-0.5145683183,-15.16105718
Data_44451,red,-0.2014815109,-0.5587893309,-14.88220093
Data_44452,red,-0.2320089286,-0.6086705822,-14.67974577
Data_44453,red,-0.2498576102,-0.6676788792,-14.41027647
Data_44454,red,-0.2612310845,-0.7273371681,-14.24584283
Data_44455,red,-0.2698104947,-0.7854230697,-14.19036856
Data_44456,red,-0.2704645174,-0.8422076441,-14.1186977
Data_44457,red,-0.2701197033,-0.900679188,-14.13776095
Data_44458,red,-0.259479247,-0.9582444159,-15.16298953
Data_44459,red,-0.2521187497,-1.009564145,-13.80262862
Data_44460,red,-0.2469478568,-1.063301478,-13.92846679
Data_44461,red,-0.2432432114,-1.114436035,-14.83606295
Data_44462,red,-0.244193925,-1.169743375,-14.03239007
Data_44463,red,-0.2441495794,-1.226383752,-14.13654169
Data_44464,red,-0.2470502753,-1.281106248,-14.22077673
Data_44465,red,-0.2684674241,-1.333536188,-14.50196713
Data_44466,red,-0.2929975062,-1.37930506,-14.61203834
Data_44467,red,-0.3189281065,-1.42256231,-14.72061876
Data_44468,red,-0.3565569458,-1.456754629,-14.94189624
Data_44469,red,-0.3970528506,-1.482744385,-15.14254776
Data_44470,red,-0.4414084281,-1.499219432,-15.36030036
Data_44471,red,-0.4872151082,-1.504628258,-15.58994952
Data_44472,red,-0.5302876013,-1.501563633,-15.74286488
Data_44473,red,-0.570350209,-1.494015758,-15.883118
Data_44474,red,-0.6031715293,-1.476144215,-16.13271973
Data_44475,red,-0.6322731011,-1.459406132,-16.19132572
Data_44476,red,-0.6562305899,-1.44035823,-16.3741102
Data_44477,red,-0.6781688123,-1.421640872,-16.5105082
Data_44478,red,-0.693480711,-1.399434684,-16.60204048
Data_44479,red,-0.705292769,-1.379042921,-16.67338054
Data_44480,red,-0.7194157347,-1.359325921,-16.70868065
Data_44481,red,-0.7304911287,-1.334365468,-16.82451986
Data_44482,red,-0.7374033897,-1.31085108,-16.93195433
Data_44483,red,-0.744145908,-1.28829134,-16.96529556
Data_44484,red,-0.7494689181,-1.266705917,-17.00922257
Data_44485,red,-0.7528800042,-1.240956217,-17.11307738
Data_44486,red,-0.7561594249,-1.216172902,-17.11865189
Data_44487,red,-0.758771813,-1.190349186,-13.29401173
Data_44488,red,-0.7625165217,-1.164473763,-14.0986861
Data_44489,red,-0.7559118453,-1.139971123,-14.15826878
Data_44490,red,-0.7604357091,-1.112582427,-14.13598384
Data_44491,red,-0.7556852395,-1.083577479,-14.13680484
Data_44492,red,-0.7553717606,-1.053394535,-14.14744943
Data_44493,red,-0.7556779125,-1.018957938,-14.13467578
Data_44494,red,-0.7513149531,-0.9851119417,-14.250084
Data_44495,red,-0.7460773883,-0.9457314561,-14.12759301
Data_44496,red,-0.7469994689,-0.9037004821,-14.13297776
Data_44497,red,-0.7469733267,-0.8546177061,-14.1377911
Data_44498,red,-0.7469661819,-0.8075240583,-14.13720095
Data_44499,red,-0.746967436,-0.7509149936,-14.13714952
Data_44500,red,-0.7390320987,-0.6951800614,-14.15390699
Data_44501,red,-0.7378229696,-0.640102958,-14.13485591
Data_44502,red,-0.7469505249,-0.5791643175,-14.13701324
Data_44503,red,-0.747213261,-0.5183474933,-14.13723416
Data_44504,red,-0.7469347513,-0.4535922989,-14.13716388
Data_44505,red,-0.7561168506,-0.3940200137,-14.09241222
Data_44506,red,-0.7595581077,-0.3348240066,-14.13928723
Data_44507,red,-0.7550088766,-0.2754545149,-14.17120645
Data_44508,red,-0.7421623573,-0.2148314561,-14.33206471
Data_44509,red,-0.7230707624,-0.1589029591,-14.50563179
Data_44510,red,-0.6927556882,-0.1081394859,-14.68898349
Data_44511,red,-0.6494453204,-0.06716401588,-14.97214236
Data_44512,red,-0.5981911878,-0.03399569034,-15.1588981
Data_44513,red,-0.540661987,-0.01133639958,-15.37368987
Data_44514,red,-0.4804503163,-0.003073963499,-15.58814017
Data_44515,red,-0.4235160908,0.0005884102084,-15.74107431
Data_44516,red,-0.3657015982,0.005103290253,-15.70850208
Data_44517,red,-0.3046005441,0.009307616265,-15.70716201
Data_44518,red,-0.2472418715,-0.001082481788,-15.73645279
Data_44519,red,-0.1878211509,-0.0006399251669,-15.71774092
Data_44520,red,-0.1208354294,-0.002773763377,-15.70374057
Data_44521,red,-0.06351403985,-0.009732312677,-15.70815304
Data_44522,red,-0.008910945589,1.697908584e-05,-15.7080403
Data_44523,red,0.05043223399,0.000199832065,-15.70795148
Data_44524,red,0.1062975094,-0.0001494605944,-15.70796267
Data_44525,red,0.163535572,-0.0001049911256,-15.70796359
Data_44526,red,0.2277964444,-0.0001068939884,-15.70796325
Data_44527,red,0.2847402171,-0.0001071529427,-15.70796326
Data_44528,red,0.3445466026,-0.000107096473,-15.70796327
Data_44529,red,0.4028339287,-0.0001071010176,-15.70796327
Data_44530,red,0.4642848455,0.009176226525,-15.70796327
Data_44531,red,0.5236603599,0.003952267739,-15.73988596
Data_44532,red,0.5823138723,-0.002995746574,-15.76982408
Data_44533,red,0.6415444233,-0.001100789533,-15.70301237
Data_44534,red,0.7001765077,-0.003599243797,-15.70704601
Data_44535,red,0.7596247531,-0.004708983967,-15.70816449
Data_44536,red,0.818422446,0.0005831138526,-15.70796443
Data_44537,red,0.87812583,0.009510109243,-15.7079586
Data_44538,red,0.9372244923,0.01111828365,-15.7079637
Data_44539,red,0.9965912444,0.006637691955,-15.7556521
Data_44540,red,1.053760908,-0.01359829848,-16.05495845
Data_44541,red,1.110296964,-0.03155343541,-16.07516861
Data_44542,red,1.164026884,-0.05853616531,-16.24397554
Data_44543,red,1.204846215,-0.09932932184,-16.54094009
Data_44544,red,1.23324476,-0.1481753496,-16.79589869
Data_44545,red,1.252465449,-0.2051494353,-17.01812471
Data_44546,red,1.252225518,-0.263277894,-14.08423943
Data_44547,red,1.236218963,-0.3220251998,-14.12527174
Data_44548,red,1.208099885,-0.3733559902,-14.65642768
Data_44549,red,1.170696341,-0.4156658369,-14.97444741
Data_44550,red,1.121138232,-0.4469814071,-15.09463285
Data_44551,red,1.069244949,-0.4712984389,-15.31450205
Data_44552,red,1.012180328,-0.4866980395,-15.41666432
Data_44553,red,0.9543425518,-0.5030126506,-15.39859159
Data_44554,red,0.9005667785,-0.5258756549,-15.31806859
Data_44555,red,0.8482839967,-0.5536049576,-15.19513056
Data_44556,red,0.7995305215,-0.5899128426,-15.06492889
Data_44557,red,0.7579049644,-0.6357738264,-14.92631864
Data_44558,red,0.7302754193,-0.6847263802,-14.62977295
Data_44559,red,0.7150809299,-0.7397476763,-14.42107073
Data_44560,red,0.7125401763,-0.7957576221,-14.23758631
Data_44561,red,0.7203805228,-0.8483404969,-14.06591665
Data_44562,red,0.742053907,-0.8966426103,-13.77461982
Data_44563,red,0.7727363136,-0.9414708704,-13.54268678
Data_44564,red,0.8140556352,-0.9802952935,-13.31230213
Data_44565,red,0.8618134094,-1.007215727,-13.10853713
Data_44566,red,0.9190060607,-1.02256713,-12.82134984
Data_44567,red,0.9799486708,-1.02354804,-12.50806699
Data_44568,red,1.036433075,-1.026713051,-12.56062586
Data_44569,red,1.097431321,-1.032355945,-12.60856253
Data_44570,red,1.151153057,-1.05496334,-12.95596831
Data_44571,red,1.197469171,-1.090444835,-13.28730697
Data_44572,red,1.232216829,-1.138329897,-13.52284944
Data_44573,red,1.253563766,-1.192749158,-13.80688175
Data_44574,red,1.25865577,-1.246878239,-14.13878204
Data_44575,red,1.255039711,-1.302744993,-15.0094184
Data_44576,red,1.227826155,-1.3517302,-14.49737469
Data_44577,red,1.196347698,-1.395674793,-14.76509545
Data_44578,red,1.157216428,-1.433912501,-14.95394549
Data_44579,red,1.113054859,-1.462619116,-15.17539893
Data_44580,red,1.062256777,-1.480867107,-15.3879146
Data_44581,red,1.008989975,-1.493100819,-15.52610395
Data_44582,red,0.9548730529,-1.501185098,-15.65500795
Data_44583,red,0.8963666201,-1.509832473,-15.71706382
Data_44584,red,0.839262638,-1.500123929,-15.7136979
Data_44585,red,0.7816724804,-1.503251005,-15.70719943
Data_44586,red,0.7232144475,-1.506308823,-15.7079079
Data_44587,red,0.6643037106,-1.505276397,-15.70798593
Data_44588,red,0.6026622287,-1.500556362,-15.70796231
Data_44589,red,0.5421126766,-1.504658052,-15.70796285
Data_44590,red,0.4823389529,-1.498584258,-15.75271684
Data_44591,red,0.4192630736,-1.476735378,-16.0786197
Data_44592,red,0.3699505587,-1.450912611,-16.21195721
Data_44593,red,0.3252229685,-1.41617672,-16.38300983
Data_44594,red,0.2915021953,-1.369155887,-16.66865185
Data_44595,red,0.2693692224,-1.314643943,-16.87210818
Data_44596,red,0.2544967458,-1.259383866,-17.03188019
Data_44597,red,0.2486026275,-1.202524323,-16.36584444
Data_44598,red,0.2422133598,-1.141785952,-13.56034907
Data_44599,red,0.245074357,-1.08300497,-15.02488577
Data_44600,red,0.2556683519,-1.026655606,-14.236363
Data_44601,red,0.2593718656,-0.9676917434,-14.11160669
Data_44602,red,0.2586249271,-0.9054713985,-14.13621163
Data_44603,red,0.2686829365,-0.8454666297,-14.14548344
Data_44604,red,0.2674051371,-0.7834480372,-14.1338531
Data_44605,red,0.2565428722,-0.7248155224,-14.74889648
Data_44606,red,0.2438149441,-0.6653605616,-17.54355142
Data_44607,red,0.2207267798,-0.6094242998,-16.91379269
Data_44608,red,0.1894332045,-0.5602276511,-16.69797517
Data_44609,red,0.1507309005,-0.5199952056,-16.49250034
Data_44610,red,0.1032807406,-0.4880977356,-16.28889748
Data_44611,red,0.0491577399,-0.4674582095,-16.05159438
Data_44612,red,-0.009219103409,-0.4598343725,-15.80734045
Data_44613,red,-0.06605640485,-0.4607424923,-15.63344508
Data_44614,red,-0.1219449051,-0.4807060246,-15.41584432
Data_44615,red,-0.1711385361,-0.5095133118,-15.18242568
Data_44616,red,-0.2138673855,-0.5486714426,-14.9142632
Data_44617,red,-0.2470668157,-0.5972940707,-14.73059365
Data_44618,red,-0.2671412637,-0.6509228605,-14.49697221
Data_44619,red,-0.2755024406,-0.7086741277,-14.26030377
Data_44620,red,-0.274056884,-0.767543471,-14.08493885
Data_44621,red,-0.2691991035,-0.8234314039,-15.44199446
